Strain	Latitude	Longitude	Day	Month	Year	Source	Country	Province	City	TP2	Date	YearMonth	YearWeek
Wales/PHWC-4AEC93/2020	51.481308	-3.1804979	26	12	2020	Cow_Farm	United Kingdom	Wales	0	1	2020-12-26	2020-12	2020-52
Germany/SN-RKI-NP-0076/2020	51.0523453	13.3484688	21	12	2020	Cow_Farm	Germany	Saxony	0	1	2020-12-21	2020-12	2020-52
Scotland/QEUH-CC3CBE/2020	55.9501953	-3.1875629	21	12	2020	Cow_Farm	United Kingdom	Scotland	0	1	2020-12-21	2020-12	2020-52
Wales/PHWC-4AD47E/2020	51.481308	-3.1804979	22	12	2020	Cow_Farm	United Kingdom	Wales	0	1	2020-12-22	2020-12	2020-52
Wales/PHWC-4A8B32/2020	51.481308	-3.1804979	22	12	2020	Cow_Farm	United Kingdom	Wales	0	1	2020-12-22	2020-12	2020-52
Switzerland/SZ-ETHZ-430832/2020	47.0210342	8.6536007	25	12	2020	Cow_Farm	Switzerland	Schwyz	0	1	2020-12-25	2020-12	2020-52
Sweden/20-09940/2020	63	14.6669998	23	12	2020	Cow_Farm	Sweden	Jamtland	0	1	2020-12-23	2020-12	2020-52
Wales/PHWC-4ACFBA/2020	51.481308	-3.1804979	21	12	2020	Cow_Farm	United Kingdom	Wales	0	1	2020-12-21	2020-12	2020-52
Wales/ALDP-D404DE/2020	51.481308	-3.1804979	27	12	2020	Cow_Farm	United Kingdom	Wales	0	1	2020-12-27	2020-12	2020-52
Iceland/4091/2020	64.1472092	-21.9424	23	12	2020	Cow_Farm	Iceland	Reykjavik	0	1	2020-12-23	2020-12	2020-52
Switzerland/un-ETHZ-430804/2020	51.5001526	-0.126236	26	12	2020	Cow_Farm	Switzerland	0	0	1	2020-12-26	2020-12	2020-52
Switzerland/BE-ETHZ-430190/2020	46.9480019	7.4481311	26	12	2020	Cow_Farm	Switzerland	Bern	0	1	2020-12-26	2020-12	2020-52
Wales/PHWC-4B0D13/2020	51.481308	-3.1804979	24	12	2020	Cow_Farm	United Kingdom	Wales	0	1	2020-12-24	2020-12	2020-52
Wales/PHWC-4A85BC/2020	51.481308	-3.1804979	21	12	2020	Cow_Farm	United Kingdom	Wales	0	1	2020-12-21	2020-12	2020-52
Russia/LEN-RII-MH13600S/2020	60.0151138	31.7221413	25	12	2020	Cow_Farm	Russia	Leningrad Oblast	Kirishi	1	2020-12-25	2020-12	2020-52
Luxembourg/LNS0960880/2020	49.889965	5.457335	23	12	2020	Cow_Farm	Luxembourg	Luxembourg	0	1	2020-12-23	2020-12	2020-52
Portugal/IGC_g268/2020	38.7070084	-9.1356411	26	12	2020	Cow_Farm	Portugal	Lisbon	Cascais	1	2020-12-26	2020-12	2020-52
Germany/SH-ChVir21749/2020	54.5149651	9.5667725	22	12	2020	Cow_Farm	Germany	Schleswig-Holstein	0	1	2020-12-22	2020-12	2020-52
Wales/PHWC-4B242B/2020	51.481308	-3.1804979	22	12	2020	Cow_Farm	United Kingdom	Wales	0	1	2020-12-22	2020-12	2020-52
Sweden/20-53929/2020	59.3327866	18.0644875	25	12	2020	Cow_Farm	Sweden	Stockholm	0	1	2020-12-25	2020-12	2020-52
Netherlands/UT-RIVM-21574/2020	52.0916824	5.1203632	25	12	2020	Cow_Farm	Netherlands	Utrecht	0	1	2020-12-25	2020-12	2020-52
Spain/IB-IBV-99012791/2020	39.6133423	2.9568491	23	12	2020	Cow_Farm	Spain	Balear Islands	Ibiza	1	2020-12-23	2020-12	2020-52
Wales/PHWC-4AD0B6/2020	51.481308	-3.1804979	21	12	2020	Cow_Farm	United Kingdom	Wales	0	1	2020-12-21	2020-12	2020-52
Switzerland/AG-ETHZ-430061/2020	47.436517	8.144788	25	12	2020	Cow_Farm	Switzerland	Aargau	0	1	2020-12-25	2020-12	2020-52
Scotland/CVR6412/2020	55.9501953	-3.1875629	26	12	2020	Cow_Farm	United Kingdom	Scotland	0	1	2020-12-26	2020-12	2020-52
Wales/PHWC-4ACE44/2020	51.481308	-3.1804979	21	12	2020	Cow_Farm	United Kingdom	Wales	0	1	2020-12-21	2020-12	2020-52
Wales/PHWC-4AFDCC/2020	51.481308	-3.1804979	26	12	2020	Cow_Farm	United Kingdom	Wales	0	1	2020-12-26	2020-12	2020-52
Spain/NC-IBV-98013125/2020	42.6680717	-1.646924	22	12	2020	Cow_Farm	Spain	Navarra	Tudela	1	2020-12-22	2020-12	2020-52
Switzerland/BL-ETHZ-420713/2020	47.501203	7.715625	24	12	2020	Cow_Farm	Switzerland	Basel-Land	0	1	2020-12-24	2020-12	2020-52
Italy/ABR-IZSGC-TE365548/2020	42.2274933	13.8549938	23	12	2020	Cow_Farm	Italy	Abruzzo	0	1	2020-12-23	2020-12	2020-52
Spain/CL-ISCIII-2018196/2020	41.7512932	-4.7886071	25	12	2020	Cow_Farm	Spain	Castilla y Leon	0	1	2020-12-25	2020-12	2020-52
Scotland/EDB11343/2020	55.9501953	-3.1875629	26	12	2020	Cow_Farm	United Kingdom	Scotland	0	1	2020-12-26	2020-12	2020-52
Spain/RI-IBV-99016019/2020	42.2748337	-2.517031	24	12	2020	Cow_Farm	Spain	La Rioja	Haro	1	2020-12-24	2020-12	2020-52
Switzerland/un-32798356/2020	51.5001526	-0.126236	24	12	2020	Cow_Farm	Switzerland	0	0	1	2020-12-24	2020-12	2020-52
Spain/CN-IBV-97016164/2020	28.2905235	-16.5566196	24	12	2020	Cow_Farm	Spain	Canary Islands	Las Palmas de Gran Canaria	1	2020-12-24	2020-12	2020-52
Poland/5615601121_diag1_gx1/2020	51.0898361	16.4115143	22	12	2020	Cow_Farm	Poland	Dolno?l?skie	0	1	2020-12-22	2020-12	2020-52
Scotland/CVR6690/2020	55.9501953	-3.1875629	22	12	2020	Cow_Farm	United Kingdom	Scotland	0	1	2020-12-22	2020-12	2020-52
Netherlands/OV-RIVM-21648/2020	52.444561	6.4417748	27	12	2020	Cow_Farm	Netherlands	Overijssel	0	1	2020-12-27	2020-12	2020-52
Wales/PHWC-4AE0C4/2020	51.481308	-3.1804979	24	12	2020	Cow_Farm	United Kingdom	Wales	0	1	2020-12-24	2020-12	2020-52
NorthernIreland/NIRE-235C48/2020	54.6089058	-6.6949229	21	12	2020	Cow_Farm	United Kingdom	Northern Ireland	0	1	2020-12-21	2020-12	2020-52
Norway/Ahus-0039/2020	60.058649	9.669657	27	12	2020	Cow_Farm	Norway	Viken	0	1	2020-12-27	2020-12	2020-52
Switzerland/SZ-ETHZ-430175/2020	47.0210342	8.6536007	26	12	2020	Cow_Farm	Switzerland	Schwyz	0	1	2020-12-26	2020-12	2020-52
Switzerland/BS-ETHZ-430797/2020	47.5648575	7.6152802	27	12	2020	Cow_Farm	Switzerland	Basel-Stadt	0	1	2020-12-27	2020-12	2020-52
Wales/ALDP-CE1D4E/2020	51.481308	-3.1804979	26	12	2020	Cow_Farm	United Kingdom	Wales	0	1	2020-12-26	2020-12	2020-52
Spain/CT-ISCIII-2018167/2020	41.7979813	1.528533	27	12	2020	Cow_Farm	Spain	Catalunya	0	1	2020-12-27	2020-12	2020-52
Wales/PHWC-4AD5C6/2020	51.481308	-3.1804979	23	12	2020	Cow_Farm	United Kingdom	Wales	0	1	2020-12-23	2020-12	2020-52
Luxembourg/LNS6943232/2020	49.889965	5.457335	22	12	2020	Cow_Farm	Luxembourg	Luxembourg	0	1	2020-12-22	2020-12	2020-52
Switzerland/BL-ETHZ-420729/2020	47.501203	7.715625	24	12	2020	Cow_Farm	Switzerland	Basel-Land	0	1	2020-12-24	2020-12	2020-52
Wales/PHWC-4B11E9/2020	51.481308	-3.1804979	27	12	2020	Cow_Farm	United Kingdom	Wales	0	1	2020-12-27	2020-12	2020-52
Spain/VC-IBV-98012496/2020	39.3902435	-0.543139	22	12	2020	Cow_Farm	Spain	Comunitat Valenciana	Valencia	1	2020-12-22	2020-12	2020-52
Wales/PHWC-4A8956/2020	51.481308	-3.1804979	21	12	2020	Cow_Farm	United Kingdom	Wales	0	1	2020-12-21	2020-12	2020-52
Wales/PHWC-4B2528/2020	51.481308	-3.1804979	22	12	2020	Cow_Farm	United Kingdom	Wales	0	1	2020-12-22	2020-12	2020-52
Wales/PHWC-4B23C4/2020	51.481308	-3.1804979	22	12	2020	Cow_Farm	United Kingdom	Wales	0	1	2020-12-22	2020-12	2020-52
Switzerland/TG-ETHZ-430269/2020	47.57414	9.05158	26	12	2020	Cow_Farm	Switzerland	Thurgau	0	1	2020-12-26	2020-12	2020-52
Wales/PHWC-4B0BFB/2020	51.481308	-3.1804979	24	12	2020	Cow_Farm	United Kingdom	Wales	0	1	2020-12-24	2020-12	2020-52
Scotland/EDB11643/2020	55.9501953	-3.1875629	21	12	2020	Cow_Farm	United Kingdom	Scotland	0	1	2020-12-21	2020-12	2020-52
Sweden/20-13154/2020	59.3327866	18.0644875	23	12	2020	Cow_Farm	Sweden	Stockholm	0	1	2020-12-23	2020-12	2020-52
Luxembourg/LNS7326735/2020	49.889965	5.457335	23	12	2020	Cow_Farm	Luxembourg	Luxembourg	0	1	2020-12-23	2020-12	2020-52
Poland/7650615422_diag1_gx1/2020	54.1530724	17.9754715	22	12	2020	Cow_Farm	Poland	Pomorskie	0	1	2020-12-22	2020-12	2020-52
Netherlands/ZH-RIVM-20740/2020	51.9377823	4.462554	23	12	2020	Cow_Farm	Netherlands	South Holland	0	1	2020-12-23	2020-12	2020-52
Switzerland/TG-ETHZ-430249/2020	47.57414	9.05158	26	12	2020	Cow_Farm	Switzerland	Thurgau	0	1	2020-12-26	2020-12	2020-52
Portugal/IGC_g294/2020	39.744297	-8.8072424	26	12	2020	Cow_Farm	Portugal	Leiria	Peniche	1	2020-12-26	2020-12	2020-52
Wales/PHWC-4AC2C0/2020	51.481308	-3.1804979	21	12	2020	Cow_Farm	United Kingdom	Wales	0	1	2020-12-21	2020-12	2020-52
Wales/PHWC-4AE817/2020	51.481308	-3.1804979	23	12	2020	Cow_Farm	United Kingdom	Wales	0	1	2020-12-23	2020-12	2020-52
Switzerland/BL-ETHZ-420402/2020	47.501203	7.715625	21	12	2020	Cow_Farm	Switzerland	Basel-Land	0	1	2020-12-21	2020-12	2020-52
Luxembourg/LNS2954433/2020	49.889965	5.457335	27	12	2020	Cow_Farm	Luxembourg	Luxembourg	0	1	2020-12-27	2020-12	2020-52
Switzerland/TG-ETHZ-430957/2020	47.57414	9.05158	27	12	2020	Cow_Farm	Switzerland	Thurgau	0	1	2020-12-27	2020-12	2020-52
Portugal/IGC_g324/2020	38.7070084	-9.1356411	26	12	2020	Cow_Farm	Portugal	Lisbon	0	1	2020-12-26	2020-12	2020-52
Switzerland/BS-ETHZ-430180/2020	47.5648575	7.6152802	26	12	2020	Cow_Farm	Switzerland	Basel-Stadt	0	1	2020-12-26	2020-12	2020-52
env/Austria/CeMM3056/2020	46.7739449	13.917654	27	12	2020	Cow_Farm	Austria	Carinthia	Klagenfurt	1	2020-12-27	2020-12	2020-52
Italy/CAM-TIGEM-1302/2020	40.8605804	14.8440666	24	12	2020	Cow_Farm	Italy	Campania	0	1	2020-12-24	2020-12	2020-52
Wales/PHWC-4BFE5D/2020	51.481308	-3.1804979	23	12	2020	Cow_Farm	United Kingdom	Wales	0	1	2020-12-23	2020-12	2020-52
Wales/PHWC-4BFE02/2020	51.481308	-3.1804979	22	12	2020	Cow_Farm	United Kingdom	Wales	0	1	2020-12-22	2020-12	2020-52
Netherlands/GE-EMC-455/2020	52.0617256	5.9390802	22	12	2020	Cow_Farm	Netherlands	Gelderland	0	1	2020-12-22	2020-12	2020-52
Portugal/IGC_g133/2020	38.5245857	-8.8931532	23	12	2020	Cow_Farm	Portugal	Set<fa>bal	0	1	2020-12-23	2020-12	2020-52
Netherlands/UT-RIVM-21618/2020	52.0916824	5.1203632	25	12	2020	Cow_Farm	Netherlands	Utrecht	0	1	2020-12-25	2020-12	2020-52
Wales/PHWC-4AD256/2020	51.481308	-3.1804979	22	12	2020	Cow_Farm	United Kingdom	Wales	0	1	2020-12-22	2020-12	2020-52
Wales/PHWC-4AFB3B/2020	51.481308	-3.1804979	23	12	2020	Cow_Farm	United Kingdom	Wales	0	1	2020-12-23	2020-12	2020-52
Switzerland/TG-ETHZ-430946/2020	47.57414	9.05158	27	12	2020	Cow_Farm	Switzerland	Thurgau	0	1	2020-12-27	2020-12	2020-52
Wales/MILK-D1F6E1/2020	51.481308	-3.1804979	22	12	2020	Cow_Farm	United Kingdom	Wales	0	1	2020-12-22	2020-12	2020-52
Switzerland/SO-ETHZ-430110/2020	47.2069588	7.5333118	25	12	2020	Cow_Farm	Switzerland	Solothurn	0	1	2020-12-25	2020-12	2020-52
Portugal/IGC_g263/2020	38.7070084	-9.1356411	26	12	2020	Cow_Farm	Portugal	Lisbon	Cascais	1	2020-12-26	2020-12	2020-52
Luxembourg/LNS7400495/2020	49.889965	5.457335	21	12	2020	Cow_Farm	Luxembourg	Luxembourg	0	1	2020-12-21	2020-12	2020-52
Netherlands/NH-RIVM-21080/2020	52.5769081	4.924386	21	12	2020	Cow_Farm	Netherlands	North Holland	0	1	2020-12-21	2020-12	2020-52
Switzerland/GE-32799326/2020	46.2038116	6.1399651	26	12	2020	Cow_Farm	Switzerland	Geneva	0	1	2020-12-26	2020-12	2020-52
Wales/PHWC-4B11CB/2020	51.481308	-3.1804979	27	12	2020	Cow_Farm	United Kingdom	Wales	0	1	2020-12-27	2020-12	2020-52
Sweden/20-53813/2020	59.75	13.25	22	12	2020	Cow_Farm	Sweden	Varmland	0	1	2020-12-22	2020-12	2020-52
Ireland/D-NVRL-81IRL13444/2020	53.3440971	-6.2674861	27	12	2020	Cow_Farm	Ireland	Dublin	0	1	2020-12-27	2020-12	2020-52
Netherlands/NB-EMC-565/2020	51.5611725	5.1849928	21	12	2020	Cow_Farm	Netherlands	North Brabant	0	1	2020-12-21	2020-12	2020-52
Netherlands/ZH-EMC-1315/2020	51.9377823	4.462554	24	12	2020	Cow_Farm	Netherlands	South Holland	0	1	2020-12-24	2020-12	2020-52
Poland/9716615021_diag1_gx1/2020	51.6052704	19.4175243	22	12	2020	Cow_Farm	Poland	?<f3>dzkie	0	1	2020-12-22	2020-12	2020-52
Switzerland/AG-ETHZ-430346/2020	47.436517	8.144788	27	12	2020	Cow_Farm	Switzerland	Aargau	0	1	2020-12-27	2020-12	2020-52
Switzerland/BL-ETHZ-420549/2020	47.501203	7.715625	22	12	2020	Cow_Farm	Switzerland	Basel-Land	0	1	2020-12-22	2020-12	2020-52
Switzerland/GE-32801721/2020	46.2038116	6.1399651	25	12	2020	Cow_Farm	Switzerland	Geneva	0	1	2020-12-25	2020-12	2020-52
Switzerland/SG-ETHZ-420700/2020	47.421621	9.377789	24	12	2020	Cow_Farm	Switzerland	Sankt Gallen	0	1	2020-12-24	2020-12	2020-52
Wales/PHWC-4AE7CF/2020	51.481308	-3.1804979	22	12	2020	Cow_Farm	United Kingdom	Wales	0	1	2020-12-22	2020-12	2020-52
Luxembourg/LNS9788161/2020	49.889965	5.457335	27	12	2020	Cow_Farm	Luxembourg	Luxembourg	0	1	2020-12-27	2020-12	2020-52
Ireland/OY-NVRL-81IRL10839/2020	53.2739067	-7.4945478	27	12	2020	Cow_Farm	Ireland	Offaly	0	1	2020-12-27	2020-12	2020-52
Portugal/PT2248/2020	55.8761482	12.3121624	27	12	2020	Cow_Farm	Portugal	0	0	1	2020-12-27	2020-12	2020-52
Wales/PHWC-4AEB0F/2020	51.481308	-3.1804979	25	12	2020	Cow_Farm	United Kingdom	Wales	0	1	2020-12-25	2020-12	2020-52
Wales/PHWC-4AD3CC/2020	51.481308	-3.1804979	22	12	2020	Cow_Farm	United Kingdom	Wales	0	1	2020-12-22	2020-12	2020-52
Wales/PHWC-4A9A25/2020	51.481308	-3.1804979	26	12	2020	Cow_Farm	United Kingdom	Wales	0	1	2020-12-26	2020-12	2020-52
Wales/PHWC-4AEC57/2020	51.481308	-3.1804979	26	12	2020	Cow_Farm	United Kingdom	Wales	0	1	2020-12-26	2020-12	2020-52
Switzerland/BS-ETHZ-430366/2020	47.5648575	7.6152802	27	12	2020	Cow_Farm	Switzerland	Basel-Stadt	0	1	2020-12-27	2020-12	2020-52
Wales/PHWC-4AFD80/2020	51.481308	-3.1804979	26	12	2020	Cow_Farm	United Kingdom	Wales	0	1	2020-12-26	2020-12	2020-52
Portugal/IGC_g327/2020	38.5245857	-8.8931532	27	12	2020	Cow_Farm	Portugal	Set<fa>bal	Almada	1	2020-12-27	2020-12	2020-52
Ireland/G-NVRL-81IRL12409/2020	53.2737961	-9.0517797	27	12	2020	Cow_Farm	Ireland	Galway	0	1	2020-12-27	2020-12	2020-52
Portugal/PT2140/2020	55.8761482	12.3121624	22	12	2020	Cow_Farm	Portugal	0	0	1	2020-12-22	2020-12	2020-52
Portugal/PT2138/2020	55.438162	11.716534	22	12	2020	Cow_Farm	Portugal	0	0	1	2020-12-22	2020-12	2020-52
Germany/SH-RKI-I-0332/2020	54.5149651	9.5667725	26	12	2020	Cow_Farm	Germany	Schleswig-Holstein	0	1	2020-12-26	2020-12	2020-52
Scotland/OXON-F464D6/2020	55.9501953	-3.1875629	27	12	2020	Cow_Farm	United Kingdom	Scotland	0	1	2020-12-27	2020-12	2020-52
Switzerland/SZ-ETHZ-420657/2020	47.0210342	8.6536007	23	12	2020	Cow_Farm	Switzerland	Schwyz	0	1	2020-12-23	2020-12	2020-52
Switzerland/BL-ETHZ-430047/2020	47.501203	7.715625	25	12	2020	Cow_Farm	Switzerland	Basel-Land	0	1	2020-12-25	2020-12	2020-52
Switzerland/BL-ETHZ-430900/2020	47.501203	7.715625	26	12	2020	Cow_Farm	Switzerland	Basel-Land	0	1	2020-12-26	2020-12	2020-52
Wales/PHWC-4B0C07/2020	51.481308	-3.1804979	24	12	2020	Cow_Farm	United Kingdom	Wales	0	1	2020-12-24	2020-12	2020-52
Wales/PHWC-4AFD17/2020	51.481308	-3.1804979	26	12	2020	Cow_Farm	United Kingdom	Wales	0	1	2020-12-26	2020-12	2020-52
Ireland/CE-NVRL-81IRL08770/2020	52.8443489	-8.9829941	27	12	2020	Cow_Farm	Ireland	Clare	0	1	2020-12-27	2020-12	2020-52
Netherlands/NH-RIVM-20655/2020	52.5769081	4.924386	21	12	2020	Cow_Farm	Netherlands	North Holland	0	1	2020-12-21	2020-12	2020-52
Spain/CT-IBV-98013084/2020	41.7979813	1.528533	22	12	2020	Cow_Farm	Spain	Catalunya	Caldes de Montbui	1	2020-12-22	2020-12	2020-52
Wales/PHWC-4AEF5E/2020	51.481308	-3.1804979	27	12	2020	Cow_Farm	United Kingdom	Wales	0	1	2020-12-27	2020-12	2020-52
Turkey/HSGM-IST22/2020	39.8965187	32.8619728	21	12	2020	Cow_Farm	Turkey	Ankara	0	1	2020-12-21	2020-12	2020-52
Wales/PHWC-4AE219/2020	51.481308	-3.1804979	22	12	2020	Cow_Farm	United Kingdom	Wales	0	1	2020-12-22	2020-12	2020-52
Luxembourg/LNS8892930/2020	49.889965	5.457335	23	12	2020	Cow_Farm	Luxembourg	Luxembourg	0	1	2020-12-23	2020-12	2020-52
Turkey/HSGM-IST1/2020	39.8965187	32.8619728	21	12	2020	Cow_Farm	Turkey	Ankara	0	1	2020-12-21	2020-12	2020-52
Slovakia/CeMM3354/2020	48.8939476	18.0378494	22	12	2020	Cow_Farm	Slovakia	Tren?<ed>n	0	1	2020-12-22	2020-12	2020-52
Scotland/QEUH-CC460A/2020	55.9501953	-3.1875629	22	12	2020	Cow_Farm	United Kingdom	Scotland	0	1	2020-12-22	2020-12	2020-52
Netherlands/ZH-EMC-1198/2020	51.9377823	4.462554	21	12	2020	Cow_Farm	Netherlands	South Holland	0	1	2020-12-21	2020-12	2020-52
Spain/MC-IBV-98016458/2020	37.983532	-1.129905	21	12	2020	Cow_Farm	Spain	Murcia	Murcia	1	2020-12-21	2020-12	2020-52
Wales/ALDP-CE2299/2020	51.481308	-3.1804979	26	12	2020	Cow_Farm	United Kingdom	Wales	0	1	2020-12-26	2020-12	2020-52
Luxembourg/LNS5106192/2020	49.889965	5.457335	24	12	2020	Cow_Farm	Luxembourg	Luxembourg	0	1	2020-12-24	2020-12	2020-52
Wales/PHWC-4AB364/2020	51.481308	-3.1804979	23	12	2020	Cow_Farm	United Kingdom	Wales	0	1	2020-12-23	2020-12	2020-52
Poland/9575603621_diag1_gx1/2020	49.9536858	22.1701088	22	12	2020	Cow_Farm	Poland	Podkarpackie	0	1	2020-12-22	2020-12	2020-52
Iceland/4125/2020	64.1472092	-21.9424	27	12	2020	Cow_Farm	Iceland	Reykjavik	0	1	2020-12-27	2020-12	2020-52
Wales/ALDP-CE184D/2020	51.481308	-3.1804979	27	12	2020	Cow_Farm	United Kingdom	Wales	0	1	2020-12-27	2020-12	2020-52
Switzerland/SO-ETHZ-430361/2020	47.2069588	7.5333118	27	12	2020	Cow_Farm	Switzerland	Solothurn	0	1	2020-12-27	2020-12	2020-52
Switzerland/un-ETHZ-430350/2020	51.5001526	-0.126236	27	12	2020	Cow_Farm	Switzerland	0	0	1	2020-12-27	2020-12	2020-52
Wales/PHWC-4AEA20/2020	51.481308	-3.1804979	24	12	2020	Cow_Farm	United Kingdom	Wales	0	1	2020-12-24	2020-12	2020-52
Wales/ALDP-D3F9B5/2020	51.481308	-3.1804979	27	12	2020	Cow_Farm	United Kingdom	Wales	0	1	2020-12-27	2020-12	2020-52
Scotland/QEUH-CC9429/2020	55.9501953	-3.1875629	23	12	2020	Cow_Farm	United Kingdom	Scotland	0	1	2020-12-23	2020-12	2020-52
Scotland/CVR6393/2020	55.9501953	-3.1875629	26	12	2020	Cow_Farm	United Kingdom	Scotland	0	1	2020-12-26	2020-12	2020-52
Wales/PHWC-4B240D/2020	51.481308	-3.1804979	22	12	2020	Cow_Farm	United Kingdom	Wales	0	1	2020-12-22	2020-12	2020-52
Scotland/CVR6386/2020	55.9501953	-3.1875629	25	12	2020	Cow_Farm	United Kingdom	Scotland	0	1	2020-12-25	2020-12	2020-52
Spain/VC-IBV-98012556/2020	39.3902435	-0.543139	22	12	2020	Cow_Farm	Spain	Comunitat Valenciana	Valencia	1	2020-12-22	2020-12	2020-52
Wales/PHWC-4AE47D/2020	51.481308	-3.1804979	25	12	2020	Cow_Farm	United Kingdom	Wales	0	1	2020-12-25	2020-12	2020-52
Iceland/5410/2020	64.1472092	-21.9424	22	12	2020	Cow_Farm	Iceland	Reykjavik	0	1	2020-12-22	2020-12	2020-52
Luxembourg/LNS7504894/2020	49.889965	5.457335	24	12	2020	Cow_Farm	Luxembourg	Luxembourg	0	1	2020-12-24	2020-12	2020-52
Portugal/PT2147/2020	55.8761482	12.3121624	23	12	2020	Cow_Farm	Portugal	0	0	1	2020-12-23	2020-12	2020-52
Netherlands/NH-RIVM-20986/2020	52.5769081	4.924386	22	12	2020	Cow_Farm	Netherlands	North Holland	0	1	2020-12-22	2020-12	2020-52
Wales/PHWC-4B0E4D/2020	51.481308	-3.1804979	25	12	2020	Cow_Farm	United Kingdom	Wales	0	1	2020-12-25	2020-12	2020-52
Wales/ALDP-CE2484/2020	51.481308	-3.1804979	26	12	2020	Cow_Farm	United Kingdom	Wales	0	1	2020-12-26	2020-12	2020-52
Switzerland/BE-ETHZ-420499/2020	46.9480019	7.4481311	21	12	2020	Cow_Farm	Switzerland	Bern	0	1	2020-12-21	2020-12	2020-52
Slovakia/CeMM3379/2020	48.8939476	18.0378494	22	12	2020	Cow_Farm	Slovakia	Tren?<ed>n	0	1	2020-12-22	2020-12	2020-52
Netherlands/OV-RIVM-21131/2020	52.444561	6.4417748	23	12	2020	Cow_Farm	Netherlands	Overijssel	0	1	2020-12-23	2020-12	2020-52
Switzerland/ZH-UHB-717559301/2020	47.3670006	8.5500002	26	12	2020	Cow_Farm	Switzerland	Z<fc>rich	0	1	2020-12-26	2020-12	2020-52
Netherlands/LI-MUMC-241/2020	50.975752	5.335691	24	12	2020	Cow_Farm	Netherlands	Limburg	Maastricht	1	2020-12-24	2020-12	2020-52
Wales/ALDP-D3F979/2020	51.481308	-3.1804979	26	12	2020	Cow_Farm	United Kingdom	Wales	0	1	2020-12-26	2020-12	2020-52
Sweden/21-50145/2020	59.3327866	18.0644875	27	12	2020	Cow_Farm	Sweden	Stockholm	0	1	2020-12-27	2020-12	2020-52
Switzerland/BE-ETHZ-430254/2020	46.9480019	7.4481311	26	12	2020	Cow_Farm	Switzerland	Bern	0	1	2020-12-26	2020-12	2020-52
Wales/PHWC-4A8974/2020	51.481308	-3.1804979	24	12	2020	Cow_Farm	United Kingdom	Wales	0	1	2020-12-24	2020-12	2020-52
Switzerland/NE-ETHZ-430321/2020	46.9920044	6.9309211	27	12	2020	Cow_Farm	Switzerland	Neuch<e2>tel	0	1	2020-12-27	2020-12	2020-52
Italy/CAM-COTUGNO-11259/2020	40.8605804	14.8440666	21	12	2020	Cow_Farm	Italy	Campania	0	1	2020-12-21	2020-12	2020-52
Wales/PHWC-4AED81/2020	51.481308	-3.1804979	27	12	2020	Cow_Farm	United Kingdom	Wales	0	1	2020-12-27	2020-12	2020-52
Ireland/D-NVRL-AIIDV1445/2020	53.3440971	-6.2674861	21	12	2020	Cow_Farm	Ireland	Dublin	0	1	2020-12-21	2020-12	2020-52
Lithuania/MR-LUHS-Eilnr237513/2020	55.0763931	23.8838997	22	12	2020	Cow_Farm	Lithuania	Kauno Apskritis	0	1	2020-12-22	2020-12	2020-52
Switzerland/AG-ETHZ-430053/2020	47.436517	8.144788	25	12	2020	Cow_Farm	Switzerland	Aargau	0	1	2020-12-25	2020-12	2020-52
Spain/IB-IBV-99012771/2020	39.6133423	2.9568491	21	12	2020	Cow_Farm	Spain	Balear Islands	Palma de Mallorca	1	2020-12-21	2020-12	2020-52
Ireland/D-NVRL-20IRL12095/2020	53.3440971	-6.2674861	22	12	2020	Cow_Farm	Ireland	Dublin	0	1	2020-12-22	2020-12	2020-52
Netherlands/LI-MUMC-671/2020	50.975752	5.335691	22	12	2020	Cow_Farm	Netherlands	Limburg	Maastricht	1	2020-12-22	2020-12	2020-52
Italy/CAM-TIGEM-1291/2020	40.8605804	14.8440666	24	12	2020	Cow_Farm	Italy	Campania	0	1	2020-12-24	2020-12	2020-52
Wales/ALDP-CE24C0/2020	51.481308	-3.1804979	26	12	2020	Cow_Farm	United Kingdom	Wales	0	1	2020-12-26	2020-12	2020-52
Netherlands/GE-RIVM-21064/2020	52.0617256	5.9390802	22	12	2020	Cow_Farm	Netherlands	Gelderland	0	1	2020-12-22	2020-12	2020-52
Scotland/EDB11337/2020	55.9501953	-3.1875629	26	12	2020	Cow_Farm	United Kingdom	Scotland	0	1	2020-12-26	2020-12	2020-52
Russia/SPE-RII-MH13433S/2020	59.9384842	30.3124847	24	12	2020	Cow_Farm	Russia	Saint-Petersburg	Saint-Petersburg	1	2020-12-24	2020-12	2020-52
Italy/FVG-ASUGI-152122/2020	46.2323036	13.1517878	21	12	2020	Cow_Farm	Italy	Friuli Venezia Giulia	Trieste	1	2020-12-21	2020-12	2020-52
Wales/PHWC-4AD317/2020	51.481308	-3.1804979	22	12	2020	Cow_Farm	United Kingdom	Wales	0	1	2020-12-22	2020-12	2020-52
Ireland/D-NVRL-AIIDV1374v2/2020	53.3440971	-6.2674861	21	12	2020	Cow_Farm	Ireland	Dublin	0	1	2020-12-21	2020-12	2020-52
Russia/SPE-RII-MH13637S/2020	59.9384842	30.3124847	25	12	2020	Cow_Farm	Russia	Saint-Petersburg	Saint-Petersburg	1	2020-12-25	2020-12	2020-52
Wales/PHWC-4AEC2A/2020	51.481308	-3.1804979	26	12	2020	Cow_Farm	United Kingdom	Wales	0	1	2020-12-26	2020-12	2020-52
